City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
668,Coruripe,BR,79.88,moderate rain,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
670,Byron Bay,AU,69.75,overcast clouds,-28.65,153.6167,Backpackers Inn
671,Navolato,MX,76.6,overcast clouds,24.7672,-107.6944,Cofradía de San pedro Navolato sinaloa
672,Luanda,AO,78.8,few clouds,-8.8368,13.2343,Hotel Fórum
673,Cilegon,ID,76.89,overcast clouds,-6.0174,106.0538,Amaris Hotel Cilegon
676,Angoche,MZ,75.67,clear sky,-16.2325,39.9086,Guest House HESADA
677,Qiryat Gat,IL,63.28,few clouds,31.61,34.7642,OlusHome
678,Qui Nhon,VN,76.01,moderate rain,13.7667,109.2333,Hoang Yen Canary Hotel
679,Kloulklubed,PW,77.5,broken clouds,7.0419,134.2556,Storyboard Beach Resort
680,Dwarka,IN,77.72,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
682,Mackay,AU,73.38,light intensity shower rain,-21.15,149.2,International Lodge Motel
683,Vangaindrano,MG,67.06,overcast clouds,-23.35,47.6,Hotel Fanilo
686,Tahoua,NE,79.45,overcast clouds,14.8888,5.2692,Bungalows Guesthouse
687,Lagoa,PT,60.39,broken clouds,39.05,-27.9833,Casa Das Faias
689,Banamba,ML,79.65,clear sky,13.55,-7.45,Kassela de Banamba
690,Baldeogarh,IN,61.03,broken clouds,24.755,79.0681,Chauhan’s villa
693,Ampanihy,MG,61.5,clear sky,-24.7,44.75,Angora Hotel
695,Puerto Del Rosario,ES,65.95,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
696,Mayo,US,57.24,broken clouds,38.8876,-76.5119,Resorts Resource Group International
